Date,Sales
2019-01-01,179.0
2019-01-02,197.13736263736263
2019-01-03,93.27472527472527
2019-01-04,282.4120879120879
2019-01-05,110.54945054945055
2019-01-06,157.6868131868132
2019-01-07,225.82417582417582
2019-01-08,137.96153846153845
2019-01-09,148.0989010989011
2019-01-10,155.23626373626374
2019-01-11,228.37362637362637
2019-01-12,315.510989010989
2019-01-13,203.64835164835165
2019-01-14,145.78571428571428
2019-01-15,227.92307692307693
2019-01-16,172.06043956043956
2019-01-17,201.1978021978022
2019-01-18,260.33516483516485
2019-01-19,164.47252747252747
2019-01-20,202.6098901098901
2019-01-21,158.74725274725276
2019-01-22,194.8846153846154
2019-01-23,215.02197802197801
2019-01-24,153.15934065934067
2019-01-25,186.2967032967033
2019-01-26,191.43406593406593
2019-01-27,171.57142857142858
2019-01-28,143.7087912087912
2019-01-29,131.84615384615384
2019-01-30,195.9835164835165
2019-01-31,190.12087912087912
2019-02-01,315.25824175824175
2019-02-02,82.3956043956044
2019-02-03,209.53296703296704
2019-02-04,222.67032967032966
2019-02-05,271.8076923076923
2019-02-06,229.94505494505495
2019-02-07,162.08241758241758
2019-02-08,205.21978021978023
2019-02-09,232.35714285714286
2019-02-10,189.4945054945055
2019-02-11,243.63186813186815
2019-02-12,111.76923076923077
2019-02-13,291.9065934065934
2019-02-14,279.04395604395603
2019-02-15,189.1813186813187
2019-02-16,236.3186813186813
2019-02-17,208.45604395604397
2019-02-18,164.5934065934066
2019-02-19,210.73076923076923
2019-02-20,256.86813186813185
2019-02-21,187.0054945054945
2019-02-22,188.14285714285714
2019-02-23,203.2802197802198
2019-02-24,228.41758241758242
2019-02-25,270.55494505494505
2019-02-26,175.69230769230768
2019-02-27,232.82967032967034
2019-02-28,217.96703296703296
2019-03-01,115.1043956043956
2019-03-02,187.24175824175825
2019-03-03,201.37912087912088
2019-03-04,206.5164835164835
2019-03-05,224.65384615384616
2019-03-06,105.79120879120879
2019-03-07,210.92857142857142
2019-03-08,175.06593406593407
2019-03-09,137.2032967032967
2019-03-10,235.34065934065933
2019-03-11,245.47802197802199
2019-03-12,176.6153846153846
2019-03-13,251.75274725274724
2019-03-14,189.8901098901099
2019-03-15,213.02747252747253
2019-03-16,155.16483516483515
2019-03-17,289.3021978021978
2019-03-18,77.43956043956044
2019-03-19,205.57692307692307
2019-03-20,244.71428571428572
2019-03-21,108.85164835164835
2019-03-22,200.98901098901098
2019-03-23,207.12637362637363
2019-03-24,252.26373626373626
2019-03-25,273.4010989010989
2019-03-26,190.53846153846155
2019-03-27,141.67582417582418
2019-03-28,279.8131868131868
2019-03-29,271.95054945054943
2019-03-30,188.0879120879121
2019-03-31,229.22527472527472
2019-04-01,231.36263736263737
2019-04-02,240.5
2019-04-03,222.63736263736263
2019-04-04,282.77472527472526
2019-04-05,125.91208791208791
2019-04-06,265.04945054945057
2019-04-07,232.1868131868132
2019-04-08,202.32417582417582
2019-04-09,271.46153846153845
2019-04-10,95.5989010989011
2019-04-11,271.7362637362637
2019-04-12,232.87362637362637
2019-04-13,157.01098901098902
2019-04-14,235.14835164835165
2019-04-15,198.28571428571428
2019-04-16,343.4230769230769
2019-04-17,305.5604395604396
2019-04-18,236.6978021978022
2019-04-19,178.83516483516485
2019-04-20,184.97252747252747
2019-04-21,198.1098901098901
2019-04-22,186.24725274725276
2019-04-23,169.3846153846154
2019-04-24,185.52197802197801
2019-04-25,201.65934065934067
2019-04-26,189.7967032967033
2019-04-27,180.93406593406593
2019-04-28,169.07142857142858
2019-04-29,343.20879120879124
2019-04-30,142.34615384615384
2019-05-01,164.4835164835165
2019-05-02,237.62087912087912
2019-05-03,199.75824175824175
2019-05-04,237.8956043956044
2019-05-05,256.032967032967
2019-05-06,280.1703296703297
2019-05-07,254.30769230769232
2019-05-08,167.44505494505495
2019-05-09,272.5824175824176
2019-05-10,128.71978021978023
2019-05-11,211.85714285714286
2019-05-12,192.9945054945055
2019-05-13,164.13186813186815
2019-05-14,247.26923076923077
2019-05-15,208.4065934065934
2019-05-16,268.54395604395603
2019-05-17,143.6813186813187
2019-05-18,260.81868131868134
2019-05-19,242.95604395604397
2019-05-20,225.0934065934066
2019-05-21,148.23076923076923
2019-05-22,206.36813186813185
2019-05-23,141.5054945054945
2019-05-24,114.64285714285714
2019-05-25,382.7802197802198
2019-05-26,267.9175824175824
2019-05-27,309.05494505494505
2019-05-28,198.19230769230768
2019-05-29,254.32967032967034
2019-05-30,254.46703296703296
2019-05-31,250.60439560439562
2019-06-01,220.74175824175825
2019-06-02,208.87912087912088
2019-06-03,117.01648351648352
2019-06-04,251.15384615384616
2019-06-05,242.2912087912088
2019-06-06,276.42857142857144
2019-06-07,207.56593406593407
2019-06-08,308.7032967032967
2019-06-09,198.84065934065933
2019-06-10,158.97802197802199
2019-06-11,268.11538461538464
2019-06-12,198.25274725274727
2019-06-13,159.3901098901099
2019-06-14,228.52747252747253
2019-06-15,259.66483516483515
2019-06-16,234.8021978021978
2019-06-17,246.93956043956044
2019-06-18,428.0769230769231
2019-06-19,264.2142857142857
2019-06-20,299.35164835164835
2019-06-21,123.48901098901099
2019-06-22,241.62637362637363
2019-06-23,261.7637362637363
2019-06-24,204.9010989010989
2019-06-25,180.03846153846155
2019-06-26,243.17582417582418
2019-06-27,208.3131868131868
2019-06-28,194.45054945054946
2019-06-29,281.5879120879121
2019-06-30,290.72527472527474
2019-07-01,239.86263736263737
2019-07-02,202.0
2019-07-03,250.13736263736263
2019-07-04,266.27472527472526
2019-07-05,256.41208791208794
2019-07-06,152.54945054945054
2019-07-07,208.6868131868132
2019-07-08,242.82417582417582
2019-07-09,256.96153846153845
2019-07-10,274.0989010989011
2019-07-11,263.2362637362637
2019-07-12,169.37362637362637
2019-07-13,190.51098901098902
